vmax_glc	Km_glc	vmax_cellb	Km_cellb	vmax_poly	penalty
7.940038786317803	0.4931309520004957	9.564555970998232	1.3774731999070078	4.081834419790575	9.906725825744838
8.421491939471792	1.3444262498824713	9.59459137474028	1.2661952388955322	4.067014935045115	9.984366782763523
8.67633352470968	1.0302585490911689	4.995631787834995	0.6513442274561496	4.113363627685508	9.99277239290745
3.5952962094664382	0.9462941132393397	9.60047812921545	1.2544771789619669	4.082359102216184	9.997659373222803
9.324369244759442	0.990112646068549	7.5005981705575095	1.0414463032414556	4.080731176286008	9.998352397197383
8.569967461355159	1.6288416275709448	6.733146700448026	0.9502433562034612	4.105701805362804	10.026321792364769
7.890157992430751	1.8117311815228363	6.522863939612332	0.8254208576724892	4.089619181524563	10.027913348223986
5.269535582975451	1.0822299595545484	6.985218773379407	1.0327999554749014	4.129820488544586	10.034743122685828
2.9249734844961948	0.5711909908340086	5.972946320176244	0.7609586564525963	4.105066197848611	10.058688110865193
9.915915728852152	1.2698660352980562	9.46394727688926	1.5923425187926799	4.165857799549475	10.06323053608451
7.833324165313083	1.2896715732285529	7.788594889531559	0.920584436298518	4.03668756050888	10.084241770532616
5.9660460393026105	1.6419646095413623	8.220191061349695	1.0306650017865533	4.056358662252044	10.090689152644972
9.324817666852342	0.9121443558647656	5.236639332797348	0.5744746402347192	4.037284900490699	10.09715176104499
3.5581505800856927	1.8219575732247462	6.522863939612332	0.7946034817655627	4.089619181524563	10.100415780297844
4.650239971624627	1.8343543673927765	7.960458242416149	0.9416815370495359	4.052367669573325	10.102557888960497
4.981998175151344	0.21266354812212096	6.5921532309236754	0.7599098758496989	4.026728674700918	10.109623565339229
2.6949805534747133	0.9362424968280783	7.209188905405096	0.801709426891309	4.043554771494999	10.136716612107067
6.692973047631008	0.6751979525706424	7.562617869547714	1.0175162609593422	4.059873519541216	10.138851341164576
7.031669960768443	0.6751979525706424	7.562617869547714	1.0175162609593422	4.059873519541216	10.161826733599383
7.995046982936339	0.2873475375016874	2.1936854226383886	0.1670459623151771	4.035259839185649	10.171612419670943
6.2306151998488675	1.6861879178457548	7.788594889531559	0.920584436298518	4.03668756050888	10.172625441942689
6.825519799905428	1.0154635344289717	8.61967499198039	1.384395465485527	4.164421847257107	10.176810968900147
6.445499979179383	0.2873475375016874	2.1936854226383886	0.1670459623151771	4.035259839185649	10.190782241559882
7.940038786317803	0.44769309668732704	9.223204328280968	1.3774731999070078	4.081834419790575	10.192745374254732
3.516988389036965	1.6419646095413623	8.225605855019744	1.0306650017865533	4.076112674512947	10.197934920978662
6.1098543380940455	1.069393704151421	5.935143438909902	0.8781170317819624	4.163407922772733	10.203998391866516
6.454741780114748	1.9174497307667617	8.61967499198039	1.4027790064227779	4.164421847257107	10.208737747603953
5.187644894247682	1.5693981417259741	4.866006078908005	0.5278032968689934	4.045329439461452	10.21422383279679
7.496902644795041	1.3296888679137053	9.236274263238865	1.134583942566732	4.0277315580063595	10.220437975505373
3.9852467549438835	1.9353724765592666	7.932847637059588	0.8903681881873581	4.062569091876517	10.233857673263474
5.79038448780256	1.9237135987639182	5.193644724530871	0.7260744322695931	4.170774556335286	10.246276533866011
5.269535582975451	1.154955375933641	6.770585345999438	1.1230620176861281	4.18906301787844	10.323189972242899
5.906056879193036	1.5902668585697373	6.268338155280169	0.6621870875431668	4.010059153545531	10.330717563136343
8.344379363838431	1.7961361008953367	9.456436258457767	1.4840666691484339	4.162269047695716	10.342235686811723
7.014511556991604	1.7231002362324968	8.494355965006893	1.174794663685134	4.075376935499583	10.359508418768751
9.757211344191449	0.9949977215414517	7.817595470089678	0.8568844445639083	3.989668341972924	10.38949798632608
5.127920937004718	1.3176244141148454	9.17282591159427	1.629476260610129	4.207436480590164	10.397076209151574
2.6535978585837703	0.6353494243909291	3.4050098356381007	0.34826028082897476	4.0653791089949625	10.397558371420542
7.687618663770516	0.71029178554426	8.716125152941517	1.6136197279665128	4.207436480590164	10.398611674939175
6.454741780114748	0.1271501547984748	8.61967499198039	1.4027790064227779	4.164421847257107	10.413808050121986
6.325667049677516	0.47544371044327904	7.817595470089678	0.8568844445639083	3.989668341972924	10.421983872108013
