R_EX_o2_e	0.0	0.0
R_EX_ac_e	0.1	1000.0
R_EX_etoh_e	0.1	1000.0
R_EX_acald_e	0.0	0.0
R_EX_4abutn_e	0.0	0.0
R_EX_pydxn_e	0.0	0.0
R_EX_g3pe_e	0.0	0.0
R_EX_d23hb_e	0.0	0.0
R_EX_gcald_e	0.0	0.0
R_EX_etha_e	0.0	0.0
