R_EX_cellb_e	-1
R_EX_glc__D_e	-1
R_EX_xyl__D_e	-1
R_EX_arab__D_e	-1
R_EX_arab__L_e	-1
R_EX_gal_e	-1
R_EX_man_e	-1
R_EX_ac_e	1
R_EX_lac__L_e	1
R_EX_etoh_e	1
