Entry	Gene Names	RefSeq
B8I5G0	Ccel_2362	WP_015925787.1;
B8I5G1	Ccel_2364	WP_015925788.1;
B8I5G2	Ccel_2365	WP_015925789.1;
B8I5G3	Ccel_2366	WP_015925790.1;
B8I5G4	Ccel_2367	WP_015925791.1;
B8I5G5	Ccel_2368	
B8I5G6	Ccel_2369	WP_015925793.1;
B8I5G7	Ccel_2370	WP_015925794.1;
B8I5H0	Ccel_2373	WP_015925795.1;
B8I5H1	Ccel_2374	
B8I5H2	Ccel_2375	
B8I5H3	Ccel_2376	WP_015925798.1;
B8I5H5	Ccel_2378	WP_015925800.1;
B8I5H6	Ccel_2379	WP_015925801.1;
B8I5H7	Ccel_2380	WP_015925802.1;
B8I5H8	Ccel_2381	WP_015925803.1;
B8I5H9	Ccel_2382	
B8I5I1	Ccel_2384	WP_015925806.1;
B8I5I2	Ccel_2385	WP_015925807.1;
B8I5I3	Ccel_2386	WP_015925808.1;
B8I5I4	Ccel_2387	WP_015925809.1;
B8I5I5	Ccel_2388	WP_015925810.1;
B8I5I7	Ccel_2390	WP_015925812.1;
B8I5I8	Ccel_2391	WP_015925813.1;
B8I5J0	Ccel_2393	WP_015925815.1;
B8I5J1	Ccel_2394	WP_015925816.1;
B8I5J3	Ccel_2399	WP_015925818.1;
B8I5J4	Ccel_2400	WP_015925819.1;
B8I5J6	Ccel_2402	WP_015925821.1;
B8I5J7	Ccel_2403	WP_015925822.1;
B8I5J8	Ccel_2404	WP_015925823.1;
B8I5J9	Ccel_2405	WP_015925824.1;
B8I5K0	Ccel_2406	WP_015925825.1;
B8I5K1	Ccel_2407	WP_015925826.1;
B8I5K2	Ccel_2408	WP_015925827.1;
B8I5K3	Ccel_2409	WP_015925828.1;
B8I5K4	Ccel_2410	WP_015925829.1;
B8I5K5	Ccel_2411	WP_015925830.1;
B8I5K6	Ccel_2412	WP_015925831.1;
B8I5K7	Ccel_2413	WP_015925832.1;
B8I5K8	Ccel_2414	WP_015925833.1;
B8I5K9	Ccel_2415	WP_015925834.1;
B8I5L2	Ccel_2418	WP_015925837.1;
B8I5L4	Ccel_2420	WP_015925839.1;
B8I5L6	Ccel_2422	WP_015925841.1;
B8I5L7	Ccel_2423	WP_015925842.1;
B8I5L8	Ccel_2424	WP_015925843.1;
B8I5M3	Ccel_2429	WP_015925848.1;
B8I5M5	Ccel_2431	WP_015925850.1;
B8I5M6	Ccel_2432	WP_015925851.1;
B8I5M7	Ccel_2433	WP_015925852.1;
B8I5M8	Ccel_2434	WP_015925853.1;
B8I5N4	Ccel_0314	WP_012634766.1;
B8I5N9	Ccel_0319	WP_012634771.1;
B8I5P0	Ccel_0320	WP_012634772.1;
B8I5P1	Ccel_0321	WP_012634773.1;
B8I5P2	Ccel_0322	WP_012634774.1;
B8I5P3	Ccel_0323	WP_012634775.1;
B8I5P4	Ccel_0324	WP_012634776.1;
B8I5P5	Ccel_0325	WP_012634777.1;
B8I5P7	Ccel_0327	WP_012634779.1;
B8I5P8	Ccel_0328	WP_012634780.1;
B8I5P9	Ccel_0329	WP_012634781.1;
B8I5Q0	Ccel_0330	WP_012634782.1;
B8I5Q1	Ccel_0331	
B8I5Q2	Ccel_0332	WP_012634784.1;
B8I5Q3	Ccel_0333	WP_012634785.1;
B8I5Q4	Ccel_0335	WP_012634786.1;
B8I5Q8	Ccel_0339	WP_012634789.1;
B8I5Q9	Ccel_0340	WP_012634790.1;
B8I5R0	Ccel_0341	
B8I5R2	Ccel_0343	WP_012634793.1;
B8I5R5	Ccel_0346	WP_012634796.1;
B8I5R7	Ccel_0348	WP_012634798.1;
B8I5R8	Ccel_0349	WP_012634799.1;
B8I5R9	Ccel_0350	WP_012634800.1;
B8I5S0	Ccel_0351	WP_012634801.1;
B8I5S1	Ccel_0352	WP_012634802.1;
B8I5S2	Ccel_0354	WP_012634803.1;
B8I5S3	Ccel_0355	WP_012634804.1;
B8I5S4	Ccel_0356	WP_012634805.1;
B8I5S5	Ccel_0357	WP_012634806.1;
B8I5S6	Ccel_0358	WP_012634807.1;
B8I5S7	Ccel_0359	WP_012634808.1;
B8I5S8	Ccel_0360	WP_012634809.1;
B8I5T0	Ccel_0362	WP_012634811.1;
B8I5T1	Ccel_0363	WP_012634812.1;
B8I5T4	Ccel_0366	WP_012634815.1;
B8I5T6	Ccel_0368	WP_012634817.1;
B8I5T7	Ccel_0369	WP_004619965.1;
B8I5U3	Ccel_0375	WP_012634823.1;
B8I5U4	Ccel_0376	WP_012634824.1;
B8I5U5	Ccel_0377	WP_012634825.1;
B8I5U6	Ccel_0378	WP_012634826.1;
B8I5V8	Ccel_0390	WP_012634838.1;
B8I5W1	Ccel_0393	WP_012634841.1;
B8I5W2	Ccel_0394	WP_012634842.1;
B8I5W5	Ccel_0397	WP_012634845.1;
B8I5W6	Ccel_0398	WP_012634846.1;
B8I5W7	Ccel_0399	WP_012634847.1;
B8I5W8	Ccel_0400	WP_012634848.1;
B8I5X0	Ccel_0402	WP_012634850.1;
B8I5X1	Ccel_0404	
B8I5X3	Ccel_0406	
B8I5X4	Ccel_0407	WP_012634854.1;
B8I5X5	Ccel_0408	WP_012634855.1;
B8I5X7	Ccel_0410	WP_012634856.1;
B8I5X8	Ccel_0411	
B8I5X9	Ccel_0412	WP_012634858.1;
B8I5Y0	Ccel_0413	WP_012634859.1;
B8I5Y1	Ccel_0414	WP_012634860.1;
B8I5Y6	Ccel_0419	WP_012634865.1;
B8I5Y7	Ccel_0421	WP_012634866.1;
B8I5Y8	Ccel_0422	
B8I5Y9	Ccel_0423	WP_012634868.1;
B8I5Z0	Ccel_0424	
B8I5Z1	Ccel_0425	WP_012634870.1;
B8I5Z2	Ccel_0426	
B8I5Z3	Ccel_0427	WP_012634872.1;
B8I5Z6	Ccel_0430	WP_012634875.1;
B8I5Z7	Ccel_0431	
B8I5Z8	Ccel_0432	WP_012634877.1;
B8I5Z9	Ccel_0433	WP_012634878.1;
B8I603	Ccel_2439	
B8I604	Ccel_2440	WP_015925858.1;
B8I605	Ccel_2441	
B8I607	Ccel_2443	
B8I608	Ccel_2444	WP_015925862.1;
B8I609	Ccel_2445	WP_015925863.1;
B8I610	Ccel_2446	WP_015925864.1;
B8I611	Ccel_2447	WP_015925865.1;
B8I612	Ccel_2448	WP_015925866.1;
B8I613	Ccel_2449	WP_015925867.1;
B8I616	Ccel_2452	
B8I617	Ccel_2453	WP_015925871.1;
B8I618	Ccel_2454	WP_015925872.1;
B8I619	Ccel_2455	WP_015925873.1;
B8I620	Ccel_2456	WP_015925874.1;
B8I621	Ccel_2457	WP_015925875.1;
B8I622	Ccel_2458	WP_015925876.1;
B8I623	Ccel_2459	WP_015925877.1;
B8I624	Ccel_2460	WP_015925878.1;
B8I625	Ccel_2461	WP_015925879.1;
B8I627	Ccel_2463	WP_015925881.1;
B8I628	Ccel_2464	WP_015925882.1;
B8I629	Ccel_2465	WP_015925883.1;
B8I630	Ccel_2466	
B8I631	Ccel_2467	WP_015925885.1;
B8I632	Ccel_2469	WP_015925886.1;
B8I633	Ccel_2470	
B8I635	Ccel_2472	WP_015925889.1;
B8I636	Ccel_2473	WP_015925890.1;
B8I638	Ccel_2475	
B8I639	Ccel_2476	WP_015925893.1;
B8I640	Ccel_2477	WP_015925894.1;
B8I641	Ccel_2478	WP_015925895.1;
B8I642	Ccel_2479	WP_015925896.1;
B8I643	Ccel_2480	WP_015925897.1;
B8I644	Ccel_2481	WP_015925898.1;
B8I645	Ccel_2482	WP_015925899.1;
B8I646	Ccel_2483	WP_015925900.1;
B8I647	Ccel_2484	WP_015925901.1;
B8I649	Ccel_2486	WP_015925903.1;
B8I650	Ccel_2487	
B8I652	Ccel_2489	WP_015925906.1;
B8I653	Ccel_2490	WP_015925907.1;
B8I654	Ccel_2491	WP_015925908.1;
B8I655	Ccel_2492	WP_015925909.1;
B8I656	Ccel_2493	WP_015925910.1;
B8I657	Ccel_2494	WP_015925911.1;
B8I658	Ccel_2495	WP_015925912.1;
B8I659	Ccel_2496	WP_015925913.1;
B8I660	Ccel_2497	WP_015925914.1;
B8I661	Ccel_2498	WP_015925915.1;
B8I662	Ccel_2499	
B8I663	tlp Ccel_2500	WP_015925917.1;
B8I664	Ccel_2501	
B8I665	Ccel_2502	WP_015925919.1;
B8I666	Ccel_2503	WP_015925920.1;
B8I667	Ccel_2504	WP_015925921.1;
B8I668	Ccel_2505	WP_015925922.1;
B8I669	Ccel_2506	WP_015925923.1;
B8I670	Ccel_2507	WP_015925924.1;
B8I671	Ccel_2508	WP_015925925.1;
B8I672	Ccel_2509	WP_015925926.1;
B8I673	Ccel_2510	
B8I674	Ccel_2511	WP_015925928.1;
B8I675	Ccel_2512	WP_015925929.1;
B8I677	Ccel_2514	WP_015925931.1;
B8I678	Ccel_2515	WP_015925932.1;
B8I679	Ccel_2516	WP_015925933.1;
B8I680	Ccel_2517	WP_015925934.1;
B8I681	Ccel_2518	WP_015925935.1;
B8I682	Ccel_2519	WP_015925936.1;
B8I683	Ccel_2520	WP_015925937.1;
B8I684	Ccel_2521	WP_015925938.1;
B8I685	Ccel_2522	WP_015925939.1;
B8I686	Ccel_2523	WP_015925940.1;
B8I687	Ccel_2524	WP_015925941.1;
B8I688	Ccel_2525	WP_015925942.1;
B8I689	Ccel_2526	WP_015925943.1;
B8I690	Ccel_2527	WP_015925944.1;
B8I691	Ccel_2528	WP_015925945.1;
B8I692	Ccel_2529	
B8I694	Ccel_2531	WP_015925948.1;
B8I695	Ccel_2532	WP_015925949.1;
B8I698	Ccel_2535	
B8I699	Ccel_2536	WP_015925953.1;
B8I6A0	Ccel_2537	WP_015925954.1;
B8I6A1	Ccel_2538	WP_015925955.1;
B8I6A2	Ccel_2539	WP_015925956.1;
B8I6A3	Ccel_2540	WP_015925957.1;
B8I6A4	Ccel_2541	WP_015925958.1;
B8I6A5	Ccel_2542	WP_015925959.1;
B8I6A6	Ccel_2543	WP_015925960.1;
B8I6A7	Ccel_2544	WP_015925961.1;
B8I6A8	Ccel_2545	WP_015925962.1;
B8I6A9	Ccel_2546	WP_015925963.1;
B8I6B0	Ccel_2547	WP_015925964.1;
B8I6B1	Ccel_2548	WP_015925965.1;
B8I6B3	Ccel_2550	
B8I6B5	Ccel_2552	
B8I6B7	Ccel_2554	
B8I6B8	Ccel_2555	
B8I6B9	Ccel_2556	WP_015925971.1;
B8I6C0	minE Ccel_2557	WP_015925972.1;
B8I6C3	Ccel_2560	WP_015925975.1;
B8I6C4	Ccel_2561	WP_015925976.1;
B8I6C5	Ccel_0435	WP_012634879.1;
B8I6C6	Ccel_0436	WP_012634880.1;
B8I6C7	Ccel_0437	WP_012634881.1;
B8I6C9	Ccel_0439	WP_012634883.1;
B8I6D0	Ccel_0440	WP_012634884.1;
B8I6D6	Ccel_0446	WP_012634890.1;
B8I6E5	Ccel_0455	WP_012634899.1;
B8I6E6	Ccel_0456	WP_012634900.1;
B8I6E9	Ccel_0459	WP_012634903.1;
B8I6F3	Ccel_0463	WP_012634907.1;
B8I6F4	Ccel_0464	WP_012634908.1;
B8I6F5	Ccel_0465	WP_012634909.1;
B8I6F6	Ccel_0466	WP_012634910.1;
B8I6F7	Ccel_0467	WP_012634911.1;
B8I6F8	Ccel_0468	WP_012634912.1;
B8I6F9	Ccel_0469	WP_012634913.1;
B8I6G0	Ccel_0470	
B8I6G1	Ccel_0471	WP_012634915.1;
B8I6G2	Ccel_0472	WP_012634916.1;
B8I6G4	Ccel_0474	WP_012634918.1;
B8I6G7	Ccel_0477	
B8I6G8	Ccel_0478	WP_012634922.1;
B8I6H4	Ccel_0484	WP_012634928.1;
B8I6H5	Ccel_0485	WP_012634929.1;
B8I6H6	Ccel_0486	WP_012634930.1;
B8I6H8	Ccel_0488	WP_012634932.1;
B8I6H9	Ccel_0489	WP_012634933.1;
B8I6I0	Ccel_0490	WP_012634934.1;
B8I6I1	Ccel_0491	WP_012634935.1;
B8I6I3	Ccel_0493	WP_012634937.1;
B8I6I4	Ccel_0494	WP_012634938.1;
B8I6I5	Ccel_0495	WP_012634939.1;
B8I6I6	Ccel_0496	WP_012634940.1;
B8I6I7	Ccel_0497	WP_012634941.1;
B8I6I8	Ccel_0498	WP_012634942.1;
B8I6I9	Ccel_0499	WP_012634943.1;
B8I6J0	Ccel_0500	WP_012634944.1;
B8I6J1	Ccel_0501	WP_012634945.1;
B8I6J2	Ccel_0502	WP_012634946.1;
B8I6J3	Ccel_0503	WP_012634947.1;
B8I6J4	Ccel_0504	WP_012634948.1;
B8I6J5	Ccel_0505	
B8I6J6	Ccel_0506	
B8I6J7	Ccel_0507	WP_012634951.1;
B8I6J8	Ccel_0508	WP_012634952.1;
B8I6J9	Ccel_0509	WP_012634953.1;
B8I6K0	Ccel_0510	WP_012634954.1;
B8I6K1	Ccel_0511	WP_012634955.1;
B8I6K2	Ccel_0512	WP_012634956.1;
B8I6K3	Ccel_0513	WP_012634957.1;
B8I6K4	Ccel_0514	
B8I6K5	Ccel_0515	WP_012634959.1;
B8I6K6	Ccel_0516	WP_012634960.1;
B8I6K7	Ccel_0517	
B8I6K8	Ccel_0518	WP_012634962.1;
B8I6L1	Ccel_0521	
B8I6L2	Ccel_0522	WP_015924077.1;
B8I6L3	Ccel_0523	
B8I6L7	Ccel_0527	WP_015924082.1;
B8I6M1	Ccel_0531	WP_015924086.1;
B8I6M2	Ccel_0532	WP_015924087.1;
B8I6M3	Ccel_0533	
B8I6M4	Ccel_0534	WP_015924088.1;
B8I6M5	Ccel_0535	WP_015924089.1;
B8I6M8	Ccel_0538	WP_015924092.1;
B8I6M9	Ccel_0539	WP_015924093.1;
B8I6N2	Ccel_0542	
B8I6N3	Ccel_0543	WP_015924097.1;
B8I6N4	Ccel_0544	WP_015924098.1;
B8I6N6	Ccel_0546	WP_015924100.1;
B8I6N7	Ccel_0547	WP_015924101.1;
B8I6N8	Ccel_0548	WP_015924102.1;
B8I6N9	Ccel_0549	WP_015924103.1;
B8I6P0	Ccel_0550	WP_015924104.1;
B8I6P1	Ccel_0551	WP_015924105.1;
B8I6P2	Ccel_0552	WP_015924106.1;
B8I6P3	Ccel_0553	WP_015924107.1;
B8I6P4	Ccel_0554	WP_015924108.1;
B8I6P5	Ccel_0555	WP_015924109.1;
B8I6P6	Ccel_0556	WP_015924110.1;
B8I6P7	Ccel_0557	WP_015924111.1;
B8I6Q0	Ccel_2564	WP_015925979.1;
B8I6Q2	Ccel_2566	WP_015925981.1;
B8I6Q6	Ccel_2570	WP_015925985.1;
B8I6Q8	Ccel_2572	WP_015925987.1;
B8I6Q9	Ccel_2573	WP_015925988.1;
B8I6R3	Ccel_2577	WP_015925992.1;
B8I6R4	Ccel_2578	WP_015925993.1;
B8I6R5	Ccel_2579	WP_015925994.1;
B8I6R6	Ccel_2580	WP_015925995.1;
B8I6R9	Ccel_2583	WP_015925998.1;
B8I6S0	Ccel_2584	WP_015925999.1;
B8I6S3	Ccel_2587	WP_015926002.1;
B8I6S4	Ccel_2588	WP_015926003.1;
B8I6S5	Ccel_2589	WP_015926004.1;
B8I6S7	Ccel_2591	WP_015926006.1;
B8I6S8	Ccel_2592	WP_015926007.1;
B8I6S9	Ccel_2593	WP_015926008.1;
B8I6T2	Ccel_2596	WP_015926011.1;
B8I6T3	Ccel_2597	WP_015926012.1;
B8I6T4	Ccel_2598	WP_015926013.1;
B8I6T5	Ccel_2599	WP_015926014.1;
B8I6T6	Ccel_2600	
B8I6T7	Ccel_2601	
B8I6T8	Ccel_2602	WP_015926017.1;
B8I6T9	Ccel_2603	WP_015926018.1;
B8I6U0	Ccel_2604	WP_015926019.1;
B8I6U1	Ccel_2605	WP_015926020.1;
B8I6U2	Ccel_2606	WP_015926021.1;
B8I6U3	Ccel_2607	WP_015926022.1;
B8I6U4	Ccel_2608	WP_015926023.1;
B8I6U5	Ccel_2609	WP_015926024.1;
B8I6U6	Ccel_2610	WP_015926025.1;
B8I6U7	Ccel_2611	WP_015926026.1;
B8I6V0	Ccel_2614	WP_015926029.1;
B8I6V1	Ccel_2615	WP_015926030.1;
B8I6V2	Ccel_2616	
B8I6V3	Ccel_2617	WP_015926032.1;
B8I6V4	Ccel_2618	WP_015926033.1;
B8I6V8	Ccel_2622	WP_015926036.1;
B8I6V9	Ccel_2623	WP_015926037.1;
B8I6W2	Ccel_2627 Ccel_2707 Ccel_2970	WP_015926038.1;
B8I6W3	Ccel_2628	
B8I6W4	Ccel_2629	WP_015926040.1;
B8I6W5	Ccel_2630	WP_015926041.1;
B8I6W6	Ccel_2631	WP_015926042.1;
B8I6W7	Ccel_2632	WP_015926043.1;
B8I6W8	Ccel_2633	WP_015926044.1;
B8I6W9	Ccel_2634	WP_015926045.1;
B8I6X0	Ccel_2635	WP_015926046.1;
B8I6X1	Ccel_2636	WP_015926047.1;
B8I6X2	Ccel_2638	WP_015926048.1;
B8I6X3	Ccel_2641	WP_015926049.1;
B8I6X4	Ccel_2642	WP_015926050.1;
B8I6X5	Ccel_2643	WP_015926051.1;
B8I6X6	Ccel_2644	WP_015926052.1;
B8I6X7	Ccel_2645	WP_015926053.1;
B8I6X8	Ccel_2646	WP_015926054.1;
B8I6X9	Ccel_2647	WP_015926055.1;
B8I6Y0	Ccel_2648	WP_015926056.1;
B8I6Y1	Ccel_2649	WP_015926057.1;
B8I6Y2	Ccel_2650	WP_015926058.1;
B8I6Y3	Ccel_2651	WP_015926059.1;
B8I6Y4	Ccel_2652	WP_015926060.1;
B8I6Y5	Ccel_2653	WP_015926061.1;
B8I6Y6	Ccel_2654	
B8I6Y7	Ccel_2655	
B8I6Z0	Ccel_2659	WP_015926066.1;
B8I6Z1	Ccel_2660	WP_015926067.1;
B8I6Z2	Ccel_2661	WP_015926068.1;
B8I6Z3	Ccel_2662	
B8I6Z4	Ccel_2663	WP_015926070.1;
B8I6Z5	Ccel_2664	WP_015926071.1;
B8I6Z7	Ccel_2667	
B8I6Z8	Ccel_2668	WP_015926074.1;
B8I6Z9	Ccel_2669	
B8I700	Ccel_2670	WP_015926076.1;
B8I701	Ccel_2671	WP_015926077.1;
B8I702	Ccel_2672	WP_015926078.1;
B8I704	Ccel_2675	WP_015926079.1;
B8I706	Ccel_2678	WP_015926080.1;
B8I707	Ccel_2680	WP_015926081.1;
B8I708	Ccel_2681	WP_015926082.1;
B8I709	Ccel_2684	
B8I711	Ccel_2686	WP_015926084.1;
B8I712	Ccel_2687	
B8I713	Ccel_2688	WP_015926086.1;
B8I714	Ccel_2689	WP_015926087.1;
B8I716	Ccel_0558	WP_015924112.1;
B8I719	Ccel_0561	WP_015924115.1;
B8I720	Ccel_0562	
B8I721	Ccel_0563	
B8I722	Ccel_0564	WP_015924118.1;
B8I723	Ccel_0565	WP_015924119.1;
B8I724	Ccel_0567	WP_015924120.1;
B8I725	Ccel_0568	
B8I726	Ccel_0569	WP_015924122.1;
B8I727	Ccel_0570	WP_015924123.1;
B8I728	Ccel_0571	WP_015924124.1;
B8I729	Ccel_0572	
B8I730	Ccel_0573	WP_015924126.1;
B8I731	Ccel_0574	
B8I732	Ccel_0575	WP_015924128.1;
B8I737	Ccel_0580	
B8I740	Ccel_0583	WP_015924135.1;
B8I741	Ccel_0584	WP_015924136.1;
B8I742	Ccel_0585	WP_015924137.1;
B8I744	Ccel_0587	WP_015924138.1;
B8I745	Ccel_0588	WP_015924139.1;
B8I748	Ccel_0591	WP_015924141.1;
B8I749	Ccel_0592	WP_015924142.1;
B8I751	Ccel_0594	WP_015924144.1;
B8I752	Ccel_0595	WP_015924145.1;
B8I753	Ccel_0596	WP_015924146.1;
B8I755	Ccel_0598	WP_015924148.1;
B8I756	Ccel_0599	WP_015924149.1;
B8I757	Ccel_0600	WP_015924150.1;
B8I759	Ccel_0602	WP_015924152.1;
B8I760	Ccel_0603	WP_015924153.1;
B8I763	Ccel_0606	WP_015924156.1;
B8I765	Ccel_0608	
B8I776	Ccel_0619	WP_015924169.1;
B8I777	Ccel_0620	WP_015924170.1;
B8I778	Ccel_0621	WP_015924171.1;
B8I779	Ccel_0622	WP_015924172.1;
B8I780	Ccel_0623	WP_015924173.1;
B8I781	Ccel_0624	WP_015924174.1;
B8I782	Ccel_0625	WP_015924175.1;
B8I783	Ccel_0626	WP_015924176.1;
B8I784	Ccel_0627	WP_015924177.1;
B8I786	Ccel_0629	WP_015924179.1;
B8I787	Ccel_0630	WP_015924180.1;
B8I788	Ccel_0631	WP_015924181.1;
B8I789	Ccel_0632	WP_015924182.1;
B8I790	Ccel_0633	WP_015924183.1;
B8I791	Ccel_0634	WP_015924184.1;
B8I792	Ccel_0635	WP_015924185.1;
B8I793	Ccel_0636	WP_015924186.1;
B8I794	Ccel_0637	WP_015924187.1;
B8I795	Ccel_0638	WP_015924188.1;
B8I796	Ccel_0639	WP_015924189.1;
B8I797	Ccel_0640	WP_015924190.1;
B8I798	Ccel_0641	WP_015924191.1;
B8I7A0	Ccel_0643	WP_015924193.1;
B8I7A4	Ccel_0647	WP_015924197.1;
B8I7A5	Ccel_0648	WP_015924198.1;
B8I7A6	Ccel_0649	WP_015924199.1;
B8I7A8	Ccel_0651	WP_015924201.1;
B8I7A9	Ccel_0652	WP_015924202.1;
B8I7B0	Ccel_0654	
B8I7B1	Ccel_0655	WP_015924204.1;
B8I7B2	Ccel_0656	
B8I7B3	Ccel_0657	WP_015924206.1;
B8I7B4	Ccel_0658	WP_015924207.1;
B8I7B5	Ccel_0659	WP_015924208.1;
B8I7B6	Ccel_0660	WP_015924209.1;
B8I7B8	Ccel_0662	WP_015924211.1;
B8I7C0	Ccel_0664	WP_015924213.1;
B8I7C1	Ccel_0665	WP_015924214.1;
B8I7C2	Ccel_0666	WP_015924215.1;
B8I7C4	Ccel_0668	
B8I7C6	Ccel_0670	WP_015924219.1;
B8I7C7	Ccel_0671	WP_015924220.1;
B8I7C8	Ccel_0672	WP_015924221.1;
B8I7C9	Ccel_0673	WP_015924222.1;
B8I7D0	cinA Ccel_0674	WP_015924223.1;
B8I7D3	recX Ccel_0677	WP_015924226.1;
B8I7D6	Ccel_0680	WP_015924229.1;
B8I7D9	Ccel_2696	WP_015926088.1;
B8I7E0	Ccel_2698	
B8I7E1	Ccel_2699	
B8I7E4	Ccel_2703	WP_015926091.1;
B8I7F0	Ccel_2710	WP_015926093.1;
B8I7F1	Ccel_2711	WP_015926094.1;
B8I7F2	Ccel_2712	WP_015926095.1;
B8I7F3	Ccel_2713	WP_015926096.1;
B8I7F4	Ccel_2714	WP_015926097.1;
B8I7F5	Ccel_2715	
B8I7F6	Ccel_2716	WP_015926099.1;
B8I7F7	Ccel_2717	WP_015926100.1;
B8I7F8	Ccel_2718	
B8I7F9	Ccel_2719	WP_015926102.1;
B8I7G0	Ccel_2720	WP_015926103.1;
B8I7G1	Ccel_2721	WP_015926104.1;
B8I7G2	Ccel_2722	
B8I7G3	Ccel_2723	WP_015926106.1;
B8I7G4	Ccel_2724	WP_015926107.1;
B8I7G7	Ccel_2729	WP_015926110.1;
B8I7G8	Ccel_2730	WP_015926111.1;
B8I7G9	Ccel_2731	WP_015926112.1;
B8I7H0	Ccel_2732	
B8I7H1	Ccel_2733	WP_015926114.1;
B8I7H2	Ccel_2734	WP_015926115.1;
B8I7H3	Ccel_2735	WP_015926116.1;
B8I7H4	Ccel_2736	WP_015926117.1;
B8I7H5	Ccel_2737	WP_015926118.1;
B8I7H6	Ccel_2738	WP_015926119.1;
B8I7H7	Ccel_2739	
B8I7H8	Ccel_2740	WP_015926121.1;
B8I7H9	Ccel_2741	WP_015926122.1;
B8I7I0	Ccel_2744	WP_015926123.1;
B8I7I1	Ccel_2746	WP_015926124.1;
B8I7I2	Ccel_2747	WP_015926125.1;
B8I7I3	Ccel_2748	WP_015926126.1;
B8I7I4	Ccel_2749	WP_015926127.1;
B8I7I5	Ccel_2751	WP_015926128.1;
B8I7I6	Ccel_2752	WP_015926129.1;
B8I7I7	Ccel_2753	WP_015926130.1;
B8I7I8	Ccel_2755	WP_015926131.1;
B8I7I9	Ccel_2756	WP_015926132.1;
B8I7J0	Ccel_2759	WP_015926133.1;
B8I7J1	Ccel_2760	WP_015926134.1;
B8I7J2	Ccel_2761	WP_015926135.1;
B8I7J3	Ccel_2764	WP_015926136.1;
B8I7J4	Ccel_2767	
B8I7J5	Ccel_2768	
B8I7J6	Ccel_2769	WP_015926139.1;
B8I7J7	Ccel_2770	WP_015926140.1;
B8I7J8	Ccel_2771	
B8I7J9	Ccel_2772	
B8I7K0	Ccel_2773	
B8I7K1	Ccel_2774	WP_015926144.1;
B8I7K2	Ccel_2775	WP_015926145.1;
B8I7K3	Ccel_2776	
B8I7K4	Ccel_2777	WP_015926147.1;
B8I7K5	Ccel_2778	WP_015926148.1;
B8I7K6	Ccel_2779	WP_015926149.1;
B8I7K7	Ccel_2780	
B8I7K8	Ccel_2781	WP_015926151.1;
B8I7K9	Ccel_2782	WP_015926152.1;
B8I7L0	Ccel_2783	WP_015926153.1;
B8I7L1	Ccel_2784	WP_015926154.1;
B8I7L2	Ccel_2785	WP_015926155.1;
B8I7L3	Ccel_2786	WP_015926156.1;
B8I7L5	Ccel_2788	WP_015926158.1;
B8I7L6	Ccel_2789	WP_015926159.1;
B8I7L7	Ccel_2790	WP_015926160.1;
B8I7L8	Ccel_2791	
B8I7L9	Ccel_2792	WP_015926162.1;
B8I7M0	Ccel_2793	WP_015926163.1;
B8I7M1	Ccel_2795	WP_015926164.1;
B8I7M2	Ccel_2796	WP_015926165.1;
B8I7M3	Ccel_2797	WP_015926166.1;
B8I7M4	Ccel_2798	WP_015926167.1;
B8I7M5	Ccel_2801	
B8I7M6	Ccel_2803	WP_015926169.1;
B8I7M7	Ccel_2804	WP_015926170.1;
B8I7M8	Ccel_2805	WP_015926171.1;
B8I7M9	Ccel_2806	WP_015926172.1;
B8I7N0	Ccel_2807	WP_015926173.1;
B8I7N1	Ccel_2808	
B8I7N2	Ccel_2809	WP_012620729.1;
B8I7N3	Ccel_2810	WP_015926175.1;
B8I7N4	Ccel_2811	WP_015926176.1;
B8I7N5	Ccel_2812	
B8I7N6	Ccel_2813	WP_015926178.1;
B8I7N7	Ccel_2814	WP_015926179.1;
B8I7N8	Ccel_2815	WP_015926180.1;
B8I7N9	Ccel_2816	WP_015926181.1;
B8I7P0	Ccel_2817	
B8I7P2	Ccel_2819	WP_015926184.1;
B8I7P3	Ccel_2820	WP_015926185.1;
B8I7P4	Ccel_2821	WP_015926186.1;
B8I7P5	Ccel_2822	
B8I7P6	Ccel_2823	WP_015926188.1;
B8I7P7	Ccel_2824	WP_015926189.1;
B8I7P8	Ccel_2825	WP_015926190.1;
B8I7P9	Ccel_2826	WP_015926191.1;
B8I7Q0	Ccel_2827	WP_015926192.1;
B8I7Q1	Ccel_2828	WP_015926193.1;
B8I7Q2	Ccel_2829	WP_015926194.1;
B8I7Q3	Ccel_2830	WP_015926195.1;
B8I7R1	Ccel_0688	
B8I7R2	Ccel_0689	WP_004620400.1;
B8I7R4	Ccel_0691	WP_015924239.1;
B8I7R5	Ccel_0693	WP_015924240.1;
B8I7R6	Ccel_0694	WP_015924241.1;
B8I7R7	Ccel_0695	WP_015924242.1;
B8I7S0	Ccel_0698	WP_015924245.1;
B8I7S1	Ccel_0699	WP_015924246.1;
B8I7S2	Ccel_0700	WP_015924247.1;
B8I7S3	Ccel_0701	WP_015924248.1;
B8I7S4	Ccel_0702	WP_015924249.1;
B8I7S6	Ccel_0704	WP_015924251.1;
B8I7S7	Ccel_0705	WP_015924252.1;
B8I7S8	Ccel_0706	WP_015924253.1;
B8I7S9	Ccel_0707	WP_015924254.1;
B8I7T0	Ccel_0708	WP_015924255.1;
B8I7U0	Ccel_0718	WP_015924264.1;
B8I7U1	Ccel_0719	WP_015924265.1;
