vmax_inner_option,km_inner_option,vmax_outer_option,km_outer_option,ki_option,r2
10.0,1.0,1.0,1.0,1.0,-4.28967212360578
10.0,1.0,1.0,1.0,10.0,-4.3400808696028985
10.0,1.0,1.0,10.0,0.1,0.3044981602991196
10.0,1.0,1.0,10.0,1.0,0.4429787606891066
10.0,1.0,1.0,10.0,10.0,0.45908962325211466
10.0,1.0,10.0,0.1,0.1,-6240.436128778594
10.0,1.0,10.0,0.1,1.0,-6255.078267710929
10.0,1.0,10.0,0.1,10.0,-6256.679874954815
10.0,1.0,10.0,1.0,0.1,-6048.530142599519
10.0,1.0,10.0,1.0,1.0,-6124.275809968922
10.0,1.0,10.0,1.0,10.0,-6133.435542086142
10.0,1.0,10.0,10.0,0.1,-5060.177756314543
10.0,1.0,10.0,10.0,1.0,-5281.079218139221
10.0,1.0,10.0,10.0,10.0,-5306.499570824232
10.0,10.0,0.1,0.1,0.1,-1.5962288893286867
10.0,10.0,0.1,0.1,1.0,-1.5962288893286867
10.0,10.0,0.1,0.1,10.0,-1.5962288893286867
10.0,10.0,0.1,1.0,0.1,-1.5962288893286867
10.0,10.0,0.1,1.0,1.0,-1.5962288893286867
10.0,10.0,0.1,1.0,10.0,-1.5962288893286867
10.0,10.0,0.1,10.0,0.1,-1.5962288893286867
10.0,10.0,0.1,10.0,1.0,-1.5962288893286867
10.0,10.0,0.1,10.0,10.0,-1.5962288893286867
10.0,10.0,1.0,0.1,0.1,0.34194646347141766
10.0,10.0,1.0,0.1,1.0,0.3623112294848796
10.0,10.0,1.0,0.1,10.0,0.3644110012464411
10.0,10.0,1.0,1.0,0.1,-0.03905349922367196
10.0,10.0,1.0,1.0,1.0,0.1195192089029894
10.0,10.0,1.0,1.0,10.0,0.13681449909127874
10.0,10.0,1.0,10.0,0.1,-1.3114219405640983
10.0,10.0,1.0,10.0,1.0,-1.0982880441904972
10.0,10.0,1.0,10.0,10.0,-1.0658704844953526
10.0,10.0,10.0,0.1,0.1,-6052.53958800448
10.0,10.0,10.0,0.1,1.0,-6124.983917385762
10.0,10.0,10.0,0.1,10.0,-6133.544681268322
10.0,10.0,10.0,1.0,0.1,-5614.038478196709
10.0,10.0,10.0,1.0,1.0,-5988.387359169206
10.0,10.0,10.0,1.0,10.0,-6060.521701773892
10.0,10.0,10.0,10.0,0.1,-2955.3826926162365
10.0,10.0,10.0,10.0,1.0,-4620.187585822498
10.0,10.0,10.0,10.0,10.0,-5236.042930169185
