vmax_inner_option,km_inner_option,vmax_outer_option,km_outer_option,ki_option,r2
3.1622776601683795,10.0,3.1622776601683795,1.0,1.0,-90.97064613781723
3.1622776601683795,10.0,3.1622776601683795,1.0,10.0,-151.6999898117535
3.1622776601683795,10.0,3.1622776601683795,3.1622776601683795,0.1,0.4970742611976211
3.1622776601683795,10.0,3.1622776601683795,3.1622776601683795,1.0,-4.585531888916015
3.1622776601683795,10.0,3.1622776601683795,3.1622776601683795,10.0,-16.72593705079318
3.1622776601683795,10.0,3.1622776601683795,10.0,0.1,-1.0457331179739824
3.1622776601683795,10.0,3.1622776601683795,10.0,1.0,0.21402121944250685
3.1622776601683795,10.0,3.1622776601683795,10.0,10.0,0.5659435788869834
3.1622776601683795,10.0,10.0,1.0,0.1,-3550.576770510555
3.1622776601683795,10.0,10.0,1.0,1.0,-4779.073000204169
3.1622776601683795,10.0,10.0,1.0,10.0,-4877.794097654167
3.1622776601683795,10.0,10.0,3.1622776601683795,0.1,-2767.457003106979
3.1622776601683795,10.0,10.0,3.1622776601683795,1.0,-3907.439993653236
3.1622776601683795,10.0,10.0,3.1622776601683795,10.0,-4757.917688609128
3.1622776601683795,10.0,10.0,10.0,0.1,-49.673669229304075
3.1622776601683795,10.0,10.0,10.0,1.0,-3210.721160062562
3.1622776601683795,10.0,10.0,10.0,10.0,-3591.7124268859056
10.0,0.1,1.0,1.0,0.1,-9.290827618263675
10.0,0.1,1.0,1.0,1.0,-9.385751341803898
10.0,0.1,1.0,1.0,10.0,-9.395299250985422
10.0,0.1,1.0,3.1622776601683795,0.1,-1.0593885765666866
10.0,0.1,1.0,3.1622776601683795,1.0,-1.1229240781240928
10.0,0.1,1.0,3.1622776601683795,10.0,-1.1293796945293213
10.0,0.1,1.0,10.0,0.1,0.6263388635827243
10.0,0.1,1.0,10.0,1.0,0.6404177658793099
10.0,0.1,1.0,10.0,10.0,0.6418252656924284
10.0,0.1,3.1622776601683795,1.0,0.1,-4896.160008911892
10.0,0.1,3.1622776601683795,1.0,1.0,-4916.918930362264
10.0,0.1,3.1622776601683795,1.0,10.0,-4918.960625589875
10.0,0.1,3.1622776601683795,3.1622776601683795,0.1,-4029.981412210675
10.0,0.1,3.1622776601683795,3.1622776601683795,1.0,-4052.297666964876
10.0,0.1,3.1622776601683795,3.1622776601683795,10.0,-4055.8143652894164
10.0,0.1,3.1622776601683795,10.0,0.1,-2563.110704257099
10.0,0.1,3.1622776601683795,10.0,1.0,-2596.42225088746
10.0,0.1,3.1622776601683795,10.0,10.0,-2599.9196563242804
10.0,0.1,10.0,1.0,0.1,-6127.116587295031
10.0,0.1,10.0,1.0,1.0,-6136.14173419651
10.0,0.1,10.0,1.0,10.0,-6137.150002862349
10.0,0.1,10.0,3.1622776601683795,0.1,-5878.611286468412
10.0,0.1,10.0,3.1622776601683795,1.0,-5895.986861582777
10.0,0.1,10.0,3.1622776601683795,10.0,-5898.07559362094
10.0,0.1,10.0,10.0,0.1,-5283.145214012767
10.0,0.1,10.0,10.0,1.0,-5310.185287776702
10.0,0.1,10.0,10.0,10.0,-5314.897449956091
10.0,1.0,1.0,1.0,0.1,-3.8131871858092747
10.0,1.0,1.0,1.0,1.0,-4.28967212360578
10.0,1.0,1.0,1.0,10.0,-4.3400808696028985
10.0,1.0,1.0,3.1622776601683795,0.1,0.40543403560819946
10.0,1.0,1.0,3.1622776601683795,1.0,0.14434220566972922
10.0,1.0,1.0,3.1622776601683795,10.0,0.11555543184598993
10.0,1.0,1.0,10.0,0.1,0.3044981602991196
10.0,1.0,1.0,10.0,1.0,0.4429787606891066
10.0,1.0,1.0,10.0,10.0,0.45908962325211466
10.0,1.0,3.1622776601683795,1.0,0.1,-4418.728737374746
10.0,1.0,3.1622776601683795,1.0,1.0,-4519.835473051036
10.0,1.0,3.1622776601683795,1.0,10.0,-4530.810272149471
10.0,1.0,3.1622776601683795,3.1622776601683795,0.1,-3770.2660168765847
10.0,1.0,3.1622776601683795,3.1622776601683795,1.0,-3912.3983443405014
10.0,1.0,3.1622776601683795,3.1622776601683795,10.0,-3928.18707298358
10.0,1.0,3.1622776601683795,10.0,0.1,-2281.55260660574
10.0,1.0,3.1622776601683795,10.0,1.0,-2467.4201938522074
10.0,1.0,3.1622776601683795,10.0,10.0,-2490.339689947707
10.0,1.0,10.0,1.0,0.1,-6048.530142599519
10.0,1.0,10.0,1.0,1.0,-6124.275809968922
10.0,1.0,10.0,1.0,10.0,-6133.435542086142
10.0,1.0,10.0,3.1622776601683795,0.1,-5735.113070638499
10.0,1.0,10.0,3.1622776601683795,1.0,-5875.382965243465
10.0,1.0,10.0,3.1622776601683795,10.0,-5893.516790605727
10.0,1.0,10.0,10.0,0.1,-5060.177756314543
10.0,1.0,10.0,10.0,1.0,-5281.079218139221
10.0,1.0,10.0,10.0,10.0,-5306.499570824232
10.0,10.0,1.0,1.0,0.1,-0.03905349922367196
10.0,10.0,1.0,1.0,1.0,0.1195192089029894
10.0,10.0,1.0,1.0,10.0,0.13681449909127874
10.0,10.0,1.0,3.1622776601683795,0.1,-0.6301248164983568
10.0,10.0,1.0,3.1622776601683795,1.0,-0.34599362973570114
10.0,10.0,1.0,3.1622776601683795,10.0,-0.3092671750795488
10.0,10.0,1.0,10.0,0.1,-1.3114219405640983
10.0,10.0,1.0,10.0,1.0,-1.0982880441904972
10.0,10.0,1.0,10.0,10.0,-1.0658704844953526
10.0,10.0,3.1622776601683795,1.0,0.1,-3153.799947155938
10.0,10.0,3.1622776601683795,1.0,1.0,-3501.514565830577
10.0,10.0,3.1622776601683795,1.0,10.0,-3554.369273027477
10.0,10.0,3.1622776601683795,3.1622776601683795,0.1,-1572.2116880280007
10.0,10.0,3.1622776601683795,3.1622776601683795,1.0,-3066.8983773348405
10.0,10.0,3.1622776601683795,3.1622776601683795,10.0,-3160.7557168466424
10.0,10.0,3.1622776601683795,10.0,0.1,-15.284548303698951
10.0,10.0,3.1622776601683795,10.0,1.0,-943.5090491161986
10.0,10.0,3.1622776601683795,10.0,10.0,-1466.6717287895115
10.0,10.0,10.0,1.0,0.1,-5614.038478196709
10.0,10.0,10.0,1.0,1.0,-5988.387359169206
10.0,10.0,10.0,1.0,10.0,-6060.521701773892
10.0,10.0,10.0,3.1622776601683795,0.1,-4515.642531037372
10.0,10.0,10.0,3.1622776601683795,1.0,-5695.871692213783
10.0,10.0,10.0,3.1622776601683795,10.0,-5839.750799780299
10.0,10.0,10.0,10.0,0.1,-2955.3826926162365
10.0,10.0,10.0,10.0,1.0,-4620.187585822498
10.0,10.0,10.0,10.0,10.0,-5236.042930169185
